file_name,text,class
1577317.txt,"A.A. in Regular Magazines Complete text of several articles in general circulation magazines. From the History Lovers archive. [""Next"" ""Previous"" scrolls more] ",Addictions
1577556.txt,New Orleans AA meeting list. Bulletin and events. News pages for groups and districts. By New Orleans Central Office of Alcoholics Anonymous. ,Addictions
1577932.txt,"Willow Project Provides support for women concerned about their own or someone else's drinking. Includes information, enquiry form, newsletter and contact details. Based in Wigan. ",Addictions
1577494.txt,Vero Beach Offers meeting lists and events calendar. By Indian River County Central Office ,Addictions
1578453.txt,"Addiction Management Systems, Inc. Inventors of the automated Methadone and LAAM dispensing system. AMS provides state of the art clinical management and billing software. ",Addictions
1577468.txt,Central Delaware AA meetings in Kent County. Includes calendar of events and a newsletter. By Central Delaware Intergroup of Alcoholics Anonymous. ,Addictions
1577221.txt,Staying Sober in Mexico City Brief description of a book by anthropologist Stanley Brandes studies the growth of Alcoholics Anonymous in Mexico and how it has adapted to the culture. ,Addictions
1579050.txt,"Jack Sparks Hypnosis and tapes. Located in Burlingame, California. No quit effectiveness claim made. ",Addictions
1578178.txt,"Florida Detox, Inc. Offering rapid detoxification from drug and alcohol dependency, with details of programs, staff, and ongoing care. Tarpon Springs. ",Addictions
1579003.txt,"Smoking Cessation Consumer Tools Kit Although primarily aimed at helping doctors educate patients, much of the material is helpful to anyone who wants to quit smoking. ",Addictions
1578825.txt,Southern Idaho Region of Narcotics Anonymous NA meetings broken into five areas plus one document that combines them all. ,Addictions
1578991.txt,"Smokenders Australia website Instructional and group program; claims 92% success rate, but doesn't mention how or when that number was arrived at. The usual testimonials. ",Addictions
1579128.txt,Ibogainetreatment.net Information about the use of this drug to treat a number of chemical dependencies. ,Addictions
1577078.txt,Mayo Clinic: Alcoholism Characteristics of alcoholism and links to treatment options. ,Addictions
1577148.txt,Pinellas County Al-Anon and Alateen meeting schedule. Upcoming events. ,Addictions
1577915.txt,Recovery Home A residential drug and alcohol rehabilitation center in New Delhi. ,Addictions
1577951.txt,"Thorpe Recovery Centre Located in Lloydminister. Information on their residential treatment programs for alcohol, drugs, and gambling, as well as their detoxification and adult and teen outreach programs. ",Addictions
1577095.txt,"JACS ""Jewish Alcoholics, Chemically-dependent-persons, and Significant-others"" offers writings about Judaism and recovery. Includes a list of groups. ",Addictions
1578840.txt,"Louisville Area of Narcotics Anonymous NA meeting lists, events, and hotlines. Links to other nearby areas. ",Addictions
1578505.txt,"Southern California Treatment Providers Network Networking organization of professionals in the addiction and recovery fields that meets monthly. Addresses topics such as substance abuse, residential treatment, interventions, and current issues. Continuing education units are offered for CAADAC, MFT and LCSW. ",Addictions
1577295.txt,"Alcoholics Anonymous in Bristol and the West of England Brief history of how AA came to Bristol, England, and spread from there. ",Addictions
1578431.txt,"Information on Drugs of Abuse: Cocaine Scientific research from the National Institute on Drug Abuse about the effects of cocaine abuse, addiction, the physical effects on the brain, and on the body. Resources for students, parents, and researchers. ",Addictions
1577466.txt,AA Statewide AA events and service opportunities. List of districts and intergroups. By Area 12 of Alcoholics Anonymous. ,Addictions
1578212.txt,"Tom Wilson Counseling Center Boise counselor offers education classes and treatment services for anger management, domestic violence, DUI offenses, and alcohol and drug abuse. ",Addictions
1578677.txt,"National Addictions Technology Transfer Center As a nationwide, multidisciplinary resource for professionals in the addictions treatment and recovery services field, the ATTC Network serves to: Raise awareness of best practices, build skills and change practice. ",Addictions
1578672.txt,"Social Work Curriculum on Alcohol Use Disorders Lecture-ready modules include Powerpoint presentations, handout materials, classroom activities, and accompanying case examples. ",Addictions
1577419.txt,"Valley Service Center Services the community of Alcoholics Anonymous in the Tri-Valley area cities of Dublin, Pleasanton, Livermore, San Ramon, and Sunol. Offers AA literature, pamphlets, and list of meetings. ",Addictions
1579065.txt,"Let It Pass Essays and graphics, often humorous or thought-provoking, on smoking and quitting aim at changing the way you think about cigarettes and help you to get rid of tobacco from your life. ",Addictions
1578858.txt,Eastern Las Vegas Area of Narcotics Anonymous NA meeting list and schedule of special events. Includes information about how the organization works locally. ,Addictions
1577344.txt,"Mississauga, Oakville and Etobicoke Where to find AA meetings and events. Unofficial. ",Addictions
1577201.txt,Statewide Find meeting and phone numbers. People who worry about an alcoholic have found the tools to help themselves. By Utah Area of Al-Anon Alateen. ,Addictions
1577223.txt,"The Little Big Book Dictionary An aid to reading the Big Book of ""Alcoholics Anonymous."" Words above an elementary reading level are defined according to their use in the main part of the book. ",Addictions
1577353.txt,Northwestern Ontario Meetings listed per district. How to contact local AA. Events. By Area85 of Alcoholics Anonymous. ,Addictions
1578930.txt,"Nicotine Junkies Information on kids and smoking, facts about smoking and addiction. ",Addictions
1578187.txt,"River Region Human Services In-patient/outpatient services and programs for the treatment of alcoholism, drug abuse, HIV/AIDS, and mental illness in Jacksonville, Florida. ",Addictions
1578570.txt,JohnXP's Recovery Page Personal experience in recovery in NA and some other stuff. ,Addictions
1578073.txt,"Pride Institute Details about the facilities and contact information. Provides mental health and chemical dependency treatment services to the gay, lesbian, bisexual and transgender communities. Locations in Texas, Florida, Illinois, Minnesota, and New Jersey. ",Addictions
1577860.txt,"Drug Abuse Recognion Training Trains employers, schools, and law enforcement to recognize and document drug impairment. Other services include expert witness. ",Addictions
1578375.txt,"Drayton House Information about the facility and the relapse-prevention programs for professionals in recovery from addictions in an upscale, non-medical setting. ",Addictions
1577097.txt,"ACA Teddys' Rule Information, encouragement, and materials. Includes list of meetings in Ottawa, Ontario, Canada. ",Addictions
1578054.txt,"Centre for Addiction and Mental Health Education, assessment, treatment, and family support are all available throughout Ontario for those suffering from alcohol, drug and gambling addictions or mental health issues. ",Addictions
1578943.txt,"Nicotine Addiction in Britain Complete online book by the Royal College of Physicians; covers physical. pharmacological, and psychological effects; addiction; the smoker's career; regulation of intake; treatment; regulatory approaches; recommendations. ",Addictions
1577851.txt,"CERA, Inc. Provides substance abuse screening through the use of behavioral based technology. ",Addictions
1577854.txt,Drug Free Workplace Information for drug-free workplace professionals. ,Addictions
1577535.txt,"Fort Wayne Meeting lists for Fort Wayne, the Area, and Ohio. Hotline and meeting phone numbers. By Fort Wayne Area Intergroup. ",Addictions
1578262.txt,"St. Monica's Behavioral Health Services for Women St. Monica's provides substance abuse treatment to women, adolescent girls, pregnant women, and mothers with children. Includes both inpatient and outpatient programs. ",Addictions
1577397.txt,Area 04: Arkansas Local events. Service committee organization. Links to AA meeting list. By General Services Area 04. ,Addictions
1578193.txt,"Focus Healthcare Alcohol and drug addiction treatment and rehabilitation programs. Residential facilities in Georgia, Delaware, Ohio and Florida. ",Addictions
1578253.txt,"The Retreat Information about the non-clinical, mutual-help approach to the problem of alcohol and drug abuse. Details about the community, its schedule, registration, costs and contacts. ",Addictions
1577627.txt,AA in Upstate New York Meeting lists for northeastern and western New York. More of state is being added. Interactive map on /meetings/ page gives customized AA schedules. By HMB Hudson-Mohawk-Berkshire Area 48 of Alcoholics Anonymous. ,Addictions
1578102.txt,"Weyland Consultation Services Outpatient drug and alcohol treatment for adults and adolescents, offering education and prevention programs in the northern state. ",Addictions
1578600.txt,Journal of Addiction Medicine Information about addiction and how to treat it. ,Addictions
1578588.txt,SDSU AOD Initiatives Prevention information and programs of San Diego State University. ,Addictions
1578495.txt,International Society for Biomedical Research on Alcoholism Promotes excellence internationally in all aspects of biomedical research on alcoholism and alcohol related biomedical phenomena. ,Addictions
1577953.txt,"Action North Recovery Centre Located in High Level. A residential treatment centre for men and women that provides programs of various lengths. Information on the programs, costs and the facility are available. ",Addictions
1577753.txt,Central Virginia AA meetings and events. Hotline for help. DBy North Piedmont Central Office. ,Addictions
1577415.txt,"Harbor Area Central Office Greater Long Beach area Alcoholics Anonymous meeting lists, AA literature, and upcoming events. ",Addictions
1577638.txt,"Rochester Meeting schedules for Monroe County and adjacent counties. AA events in and near Rochester, NY. By Rochester Area Intergroup. ",Addictions
1579029.txt,Lecture Outlines from Tobacco Topics in Dentistry Lectures given to dental students. Prevalence and the systemic and local effects of smoking and spit tobacco use; smoking as a cause of periodontal diseases; effects of tobacco use on dental treatment results; nicotine addiction; stages of change; clinical interventions; use of nicotine and non-nicotine pharmacologic therapy; tobacco industry influence; role of oral health care providers in policy and media advocacy. ,Addictions
1578248.txt,"The Lenair Technique: Effortless Painless Sobriety This technique is a progressive, alternative outpatient treatment that quickly removes the physical psychological cravings for alcohol, without typical withdrawal symptoms. Located in Newbury, MA. ",Addictions
1577432.txt,"Contra Costa AA meetings in Concord, El Sobrante, Lafayette, Pittsburg, San Ramon, Walnut Creek, and vicinity. Hotline phone is in Walnut Creek. By Contra Costa Intergroup. ",Addictions
1578077.txt,National Treatment Referral Provides nation wide (USA) referral service for substance abuse treatment. ,Addictions
1577549.txt,AA Statewide Meeting lists. Gives wide range of information about the area service structure. By Area 26 of Alcoholics Anonymous. ,Addictions
1577085.txt,"Christian Harbor Ministries - Alcoholism Outreach A Christian Ministry for alcoholism and substance abuse recovery using Twelve Step principles. Free MP3 downloads, download MIDI files, and Music Station. Christian teachings and tools. ",Addictions
1577000.txt,Journal of Addictive Diseases Publication of the American Society of Addiction Medicine. Offers articles online in PDF format. ,Addictions
1577394.txt,Central Office Arkansas Central Office of Alcoholics Anonymous provides meeting lists and calendar of events. Contacts. List of detox centers. ,Addictions
1578571.txt,"Freedom From Addiction How the teachings of Eckhart Tolle can help us better understand, relieve and prevent addiction. ",Addictions
1577273.txt,"AA Reunion in Bristol Annual fall event in Bristol, England, marks the first European Convention in 1971. ",Addictions
1577411.txt,San Jose AA meeting lists in Santa Clara County including San Jose arranged a variety of ways. Maps are available. ,Addictions
1577089.txt,Matt Talbot Retreats A group of recovering alcoholics who find Matt Talbot spiritual retreats have helped them to practice the steps and achieve a greater degree of serenity and joy. ,Addictions
1578140.txt,Rancho L'Abri Treatment Center Non-hospital based treatment program for the chemically dependent and dually diagnosed individual. Near San Diego. ,Addictions
1577793.txt,"Adelaide, South Australia Includes a fact file with meetings schedules, literature, and history. Also includes a questionnaire, FAQs, message for teenagers, and information for professionals. ",Addictions
1577882.txt,a'TEST Inc. A third party administrator providing management and collection services for drug-free workplace programs. ,Addictions
1577285.txt,In AA's First Five Years An AA Grapevine article from 1967 by Lois W. A bit of Alcoholics Anonymous history including how Al-Anon was started. ,Addictions
1577912.txt,"St. Joseph's Rehabilitation Center &amp; Relief Services Treatment center for the chemically dependent and mentally disturbed in West Bengal, India. ",Addictions
1578088.txt,"Pia's Place Pia's Place is a ninety-day extended care facility operated by women for women. Treatment for alcoholism, drug addiction, PTSD, sexual trauma, dual diagnosis, sexual addiction, and related problems. Located in Prescott, AZ. ",Addictions
1577153.txt,"Illinois Al-Anon Adult Children (ACAFG) Recovery resource for Al-Anon Adult Children and friends in related 12-step groups. Features include its primary service project, a yearly Workshop and Festival, held each year on the first weekend in May. ",Addictions
1577265.txt,"The Netherlands English language AA meetings and conventions. Includes Amsterdam, Breda, Groningen, Rotterdam, The Hague, and Treebeek. By the Intergroup of the International Community of Alcoholics Anonymous in The Netherlands. ",Addictions
1577248.txt,"Western Cape of South Africa AA meeting lists, events, and resources for the recovering alcoholic in and near Cape Town. ",Addictions
1578661.txt,Rutgers University Center of Alcohol Studies Research and training in alcohol and other psychoactive substance use. Year-round continuing education series; intensive summer programs; certificate program. ,Addictions
1577585.txt,Southeast Michigan Service activities and AA events. By Southeast Michigan Area 55 of Alcoholics Anonymous. ,Addictions
1577369.txt,"Eastern Shore Baldwin County AA meeting lists and events around Bay Minette, Daphne, Fairhope and Spanish Fort, AL. By District 23 of Area 1. ",Addictions
1577744.txt,"Utah Valley Meeting schedules in and around Provo, Orem, and American Fork. Other AA information includes excerpts from some new pamphlets. Also has Al-Anon meeting list. ",Addictions
1579103.txt,Age at Smoking Initiation and Lung Damage Scientific paper examines the evidence that lung damage is greater and more lasting the younger a person started smoking. ,Addictions
1579096.txt,The Tobacco Reference Guide: Teen Smoking 36 pages of facts and quotes on the subject. ,Addictions
1578150.txt,"Dallas Taylor Drug and alcoholism interventionist describes his services and background, with resume and contact details. ",Addictions
1577020.txt,"Psychiatric Times - Computer Addiction: What Is It? Long article with scientific references, by Maressa Hecht Orzack, Ph.D. ",Addictions
1577427.txt,Inland Empire Located in Colton. Meeting lists by city. Clickable map is available. Lists special events. ,Addictions
1579132.txt,"Nurses In Recovery Help for health care professionals with drug addiction, alcoholism, gambling, and codependency. ",Addictions
1578126.txt,"Matrix Institute on Addictions Seeks to improving the lives of individuals and families affected by alcohol and other drug use through intensive outpatient treatment, education, and research. Five locations in California. ",Addictions
1578418.txt,"Drug War Facts: Methamphetamine Quick facts, with links to information. ",Addictions
1577246.txt,"Recovery Speakers Audio Archive AA speaker ""tapes."" Large collection for free download. ",Addictions
1578059.txt,"Alpha House Located in Toronto. This recovery house is open to males over the age of 25 who are recovering from alcohol and drug addictions. Admission information, program information and a history of this facility is available on this site. ",Addictions
1578406.txt,"Drugs Information Information on heroin, cannabis, cocaine, crack, LSD, magic mushrooms, poppers, speed, Yaba, and opiates. This site also shows how these harmful drugs are taken and what symptoms to look out for. ",Addictions
1577490.txt,"Hardee, Highlands and Polk Counties in Central Florida AA meetings in central Florida. Also has calendar of events and a newsletter. ",Addictions
1578285.txt,The Institute for Staged Recovery A New York center directed towards an integrated psychospiritual and therapeutic approach to recovery. ,Addictions
1577918.txt,Serenity at Quarry Road Serenity is a 12 step based treatment facility in Baguio Philippines open to international clients. ,Addictions
1578962.txt,"Ontario Medical Association: Tobacco Issues Papers on secondhand smoke, tobacco industry, stop-smoking medications, smokefree workplaces, cigarette package labelling. ",Addictions
1577213.txt,Big Book Bunch Use these guidelines for taking the 12 steps of A.A. and learn about other sobriety topics in the Big Book. ,Addictions
1577257.txt,Singapore Resource to help fellow AA members locate meetings. ,Addictions
1578609.txt,Addict in The Family: A Resource Guide Addresses a widespread problem and provides answers to questions about heroin and heroin addiction. Website for the book by Dr. Andrew Byrne. ,Addictions
1577373.txt,Mobile AA meetings and other events. Newsletter. How to contact them. By Mobile / Eastern Shore Intergroup. ,Addictions
1578761.txt,XA-Speakers Tapes - Narcotics Anonymous Recordings of Twelve Step speakers for free download. Includes dozens of NA Narcotics Anonymous tapes. ,Addictions
1578106.txt,"Inland Valley Drug and Alcohol Recovery Services Provides residential, outpatient, and sober living for men, women, and women with children. Located in Upland California. ",Addictions
1577446.txt,Tulare County AA meeting list and local newsletter. Phone for 24-hour help with a drinking problem. By Tulare County Central Intergroup of Alcoholics Anonymous. ,Addictions
1578304.txt,"The Sluggers Path The addiction recovery path that looks like the basepath. Features the ""Big 5"" values/commitments and five levels of recovery. Located in Dayton, OH. ",Addictions
1578862.txt,New Jersey Narcotics Anonymous NA meeting and event information. Shared web site run by the two regional committees that serve New Jersey. ,Addictions
1578827.txt,"Chicagoland Region of Narcotics Anonymous Help for addicts. Contact information, NA meeting locations, 24 hour Help line, events in and arounc Chicago. ",Addictions
1577147.txt,"Orlando Offers a list of Al-Anon and Alateen meetings, upcoming events, and hope to newcomers. ",Addictions
1579020.txt,"1-800-QuitNow, Quit Smoking Resource A free resource including quit coaches and quit plans supporting those wishing to quit smoking or chewing tobacco. ",Addictions
1577183.txt,Southern New York State Official web site of Southern New York Area of Al-Anon and Alateen. Plenty of basic information about Al-Anon. ,Addictions
1578794.txt,916 North Area of Narcotics Anonymous Meeting lists are organized by day or by city. Includes other activities and events. ,Addictions
1577749.txt,"Richmond AA meeting list, service opportunities, activities, and basic information about Alcoholics Anonymous. By Richmond Intergroup. ",Addictions
1577080.txt,"Steps by the Big Book Freely available group workbook companion to the 12 Steps by the Big Book, Alcoholics Anonymous (AA). For those in recovery from alcohol, drugs or other addictions. ",Addictions
1577591.txt,West Hills Clubhouse Some AA and Al-Anon meetings in Owatonna. Unofficial. [Mandatory MIDI music.] ,Addictions
1578015.txt,"Recovery Counselling Services Located in Toronto. Provides outpatient treatment for alcohol and drug abuse to adolescents, young adults, adults and families. Information on counselling, intervention, staff and tips to watch for are all available here. ",Addictions
1579073.txt,Healthtouch - Quit Smoking Articles Reprints of the National Cancer Institute (NCI) pamphlets. ,Addictions
1577952.txt,Teen Challenge Alberta Located near Calgary. Christian-based rehabilitation program offers young men and women freedom from drug and alcohol dependence with centres in Alberta. Complete information on their program is available here. ,Addictions
1577450.txt,Fresno AA meetings and activities in CaliforniaÃ¢ÂÂs Central San Joaquin Valley. By Greater Fresno Area Intergroup. ,Addictions
1577154.txt,"Northern Illinois Includes regional Al-Anon and Alateen calendar of events, resources for families, relatives and friends, phone contacts, and links. Meeting list is based on zip code. ",Addictions
1578144.txt,"Waismann Institute Rapid detox treatment for dependencies to oxycontin, methadone, heroin, stadol, percocet and all opiate prescription painkillers. ",Addictions
1577349.txt,"Hamilton, Ontario Meeting List for Hamilton and Burlington. How to contact the Hamilton Central Office. ",Addictions
1577702.txt,SouthEast Pennsylvania Searchable AA meeting list. Includes Philadelphia. Events and service activities. By the Southeast Pennsylvania Intergroup of Alcoholics Anonymous. ,Addictions
1578805.txt,"Colorado Region of Narcotics Anonymous Links to the NA areas within the state. Provides information about service committees, events, and conventions. ",Addictions
1577737.txt,Beaumont Meeting schedule. AA events. How to contact District 90 of Area 67. ,Addictions
1579014.txt,Nicotine Addiction Treatment and prevention information for healthcare professionals and the public. ,Addictions
1577690.txt,"Central Oregon Intergroup AA meeting schedule and events. Includes Bend, Burns, John Day, LaPine, Madras, Prineville, Redmond, Simnasho, Sisters, Sunriver, and Warm Springs. ",Addictions
1577806.txt,"Online Services Office Online services for Alcoholics Anonymous members and various AA service entities. Chat rooms, forums, and email groups. Will provide web hosting. ",Addictions
1578288.txt,Kids Escaping Drugs Inpatient residential drug treatment facility for adolescents with drug and alcohol addiction and other chemical dependency. Renaissance Campus is near Buffalo. ,Addictions
1578129.txt,"Jeff VanVonderen Information about workshop, consultation on addictions, abuse, and recovery. Family and Corporate interventions and training. ",Addictions
1578053.txt,"Homewood Health Centre Inc. Noted Royal City mental health facility and provider, with information on health services and facilities, as well as, corporate details for investors. ",Addictions
1577769.txt,Washington State East Search AA meeting list. Calendar of events. Outlines service activities. By Area 92 of Alcoholics Anonymous. ,Addictions
1577739.txt,El Paso Local meeting schedule and events. How to contact them. By AA Central Office of El Paso. ,Addictions
1577449.txt,"Southern Solano County AA meeting list includes Vallejo, Benicia, and Crockett. Events. By Solano South County Central Office ",Addictions
1578350.txt,"180 House Recovery oriented boarding house located in Abilene Texas. Features contact information, in house 12 step meetings, pricing, and testimonials. ",Addictions
1578389.txt,Hope Street Provides housing and Christian discipleship to individuals in Milwaukee seeking to recover from drug and alcohol addictions. ,Addictions
1577110.txt,"Al-Anon, Alateen, and ACOA Some general information about the three fellowships. ",Addictions
1579061.txt,"Oral Nicotine Inhalers Smoking reduction with oral nicotine inhalers: double blind, randomised clinical trial of efficacy and safety. ",Addictions
1577270.txt,Ireland How to reach the General Service Board of Alcoholics Anonymous in Ireland. ,Addictions
1578729.txt,"MA Online - District 13 Marijuana Anonymous program offers online meetings, information and recovery support to men, women and young people who want to stop using marijuana. Includes A New Leaf newsletter. ",Addictions
1579049.txt,Hypnotism for Quitting Smoking No effectiveness claim made. Located in Australia. ,Addictions
1578671.txt,"Virtual Community For Substance Abuse Training New England Institute of Addictions Studies and AdCare Educational Institutes of Maine and Massachusetts. Year-round workshops, intensive summer program, and online training. ",Addictions
1577512.txt,Columbus Meeting schedules. How to contact someone to discuss an alcohol problem. Gives other background about AA. ,Addictions
1577336.txt,"NECYPAA New England Conference of Young People in AA. A registered ""group"" sponsors conferences for young members of Alcoholics Anonymous in this region. Part of ICYPAA. ",Addictions
1577016.txt,CyberWidows.com Offers help and resources for men and women who were betrayed by loved one due to Internet addition or cyber-affairs. ,Addictions
1579007.txt,PhlexTeck's Quit Smoking Support and Information Personal website; information and support for people who want to stop smoking. ,Addictions
1577963.txt,"Round Lake Treatment Centre Located near Vernon. A residential treatment centre for alcohol and drug treatment, specializing in First Nations culture and Holistic healing methods. Program details, FAQs, admission criteria and upcoming admission dates. ",Addictions
1577044.txt,Alcohol Server's Training &amp; Services Provides information regarding alcohol server education mandated by the New Mexico Dept. of Alcohol and Gaming. ,Addictions
1577880.txt,"Houston Medical Testing Services, Inc. Provides employee, home, mobile, on-site and confidential testing services. ",Addictions
1577180.txt,"Capital District Al-Anon meeting information for twelve counties surrounding Albany, NY. ",Addictions
1578192.txt,"Windmoor Healthcare of Clearwater Behavioral healthcare hospital, including inpatient, partial, and addictions treatment (alcohol, drugs, and gambling). ",Addictions
1577037.txt,MedicineNet articles on Alcohol Abuse and Alcoholism Two dozen questions and answers on alcoholism and problem drinking. ,Addictions
1577962.txt,"Phoenix Centre Located in Kamloops. Counselling and out patient treatment programs for youth and young adults. A short stay detox facility is also available. information on programs, financial resources and community prevention are available here. ",Addictions
1578282.txt,"New Directions Alcoholism and substance abuse treatment program on outpatient basis. Non-profit. Located in Brooklyn, NY. ",Addictions
1578031.txt,"Society of St. Vincent de Paul - Toronto Central Council Located in the Greater Toronto Area. A variety of residential homes are available for men and women who are awaiting placement in a treatment facility for addictions, those who have completed an addictions treatment program, individuals with Mental Health issues as well as other programs. Details on each residential home is available. ",Addictions
1577777.txt,Southern Wisconsin AA meeting lists by district map. Calendar of events. Service activities. By Southern Wisconsin Area 75 of Alcoholics Anonymous. ,Addictions
1578831.txt,Wisconsin Region of Narcotics Anonymous This NA region includes part of northern Illinois. Meeting lists and service activities. ,Addictions
1579010.txt,The Time Is Right Support and practical information on stopping smoking. ,Addictions
1577050.txt,Recovery Comics Comic strips that may be of aid in recovery. ,Addictions
1577399.txt,"San Francisco East Bay Area AA Intergroup and Central Office A complete guide to Alcoholics Anonymous meetings in San Francisco, Oakland, Alameda and Contra Costa Counties. Includes 24 hour Hotline number, service, meetings, and events. ",Addictions
1577942.txt,"Portage Treatments centres in Quebec, Ontario, and New Brunswick to assist individuals with alcohol or drug addictions. Information on locations and programs is available. ",Addictions
1578194.txt,"Recovery Resources, Inc. Residential treatment for alcoholism and chemical dependency provided in a continuum of care model. In the Palm Beach area. ",Addictions
1578324.txt,"Pyramid Healthcare Inpatient and outpatient treatment services for adults and adolescents for the treatment of drug, alcohol and mental health problems. ",Addictions
1577664.txt,"Western Piedmont Intergroup AA in Gaston, Cleveland, Lincoln and Rutherford Counties. Meeting schedule and calendar of events. Explains activities of the intergroup. ",Addictions
1579093.txt,Smoking and Tobacco Use Among Young People 5 papers (abstracts only) from RWJ Foundation sponsored study on youth tobacco practices and attitudes. ,Addictions
1577291.txt,A.A. History Lovers A discussion group for those interested in the history of Alcoholics Anonymous. Replaced the earlier History Buffs group. ,Addictions
1578338.txt,Life Center Foundation Substance abuse residential recovery program in Clarksville. ,Addictions
1577874.txt,Scenter Line Investigations Investigations agency offering narcotics and explosives detection K9's. ,Addictions
1577267.txt,"Berkshire, England, UK - Alcoholics Anonymous Local AA meeting and contact details. Covering Ascot, Bracknell, Caversham, Harmanswater, Henley, Newbury, Pangbourne, Priestwood, Reading, Thatcham, and Wokingham in Berkshire, England, UK. ",Addictions
1577887.txt,"Advanced Workplace Strategies, Inc. Provides customized anti-drug and alcohol programs. ",Addictions
1578070.txt,"Oxford House Democratically run, self-supporting, and drug free group home. A national directory of all the houses is provided. ",Addictions
1578760.txt,Listen To Recovery Free Narcotics Anonymous speaker tapes in Real Audio. ,Addictions
1577876.txt,"Sun State Security, Inc. Florida based security and narcotics/firearms detection agency providing services to schools and industry. DEA and BATF licensed ",Addictions
1578644.txt,Cyber Recovery Listing of resources for alcoholism and addiction. Multiple topic specific message boards for support. ,Addictions
1577688.txt,"Emerald Valley Intergroup AA meetings in Eugene, Oregon. Also literature, events, and links. ",Addictions
1578467.txt,Pacific Asian Alcohol and Drug Program - PAADP A program of Special Service For Groups (SSG) organized by a group of community citizens concerned with the problem of alcohol and drug abuse in the Pacific Asian community of the greater Los Angeles area. ,Addictions
1577825.txt,Omega Labs Information about drug testing available for both urine and hair. ,Addictions
1578325.txt,"New Beginning Ministry Non-profit sober house and retreat center. Recovery program based upon the principles of Alcoholics Anonymous. Located in Beach Lake, PA. ",Addictions
1578028.txt,Maison Renaissance Located in Hearst. This facility assists francophones with a substance use or gambling problems. Information the program and admission criteria is available. This site is available in both English and French. ,Addictions
1577948.txt,Simon House Recovery Center Located in Calgary. A men's residential and day treatment center for chemical dependencies. An overview of the facility and the history is provided. ,Addictions
1579004.txt,"Soyouwanna Quit Smoking? Reviews zyban; nicotine patches, gums, and inhalers; tapering off; ""cold turkey""; acupuncture; lasers; hypnosis. Concludes with advice on how to prepare yourself emotionally for quitting. ",Addictions
1577500.txt,Marin County Local AA meeting list with maps. Newsletter. Service opportunities for members. By Intergroup of Martin County. ,Addictions
1577275.txt,"The Jack Alexander Article ""Alcoholics Anonymous"" by Jack Alexander, Saturday Evening Post, March 1, 1941. This resulted in a major growth of AA. ",Addictions
1577618.txt,"Northern New Jersey AA Alcoholics Anonymous NJGS, Area 44. ",Addictions
1577680.txt,"Ironton AA meetings in and near Ironton OH and Ashland KY. Includes maps to meetings, regional events, and recovery links. District 23 of Area 26. ",Addictions
1579104.txt,CSAT's Treatment Improvement Exchange (TIE) A substance abuse treatment resource focusing on current substance abuse trends and treatment protocols. ,Addictions
1578397.txt,Drug Free Pennsylvania A non-profit organization created in 1990 by a coalition of community leaders with a mission of reinforcing youth anti-drug attitudes through a statewide program. ,Addictions
1578415.txt,Methamphetamine Treatment Project The Methamphetamine Treatment Project (MTP) is a multi-site initiative to study the treatment of methamphetamine dependence. ,Addictions
